"ISSUENAME","KENDALLPVALUE","KENDALLTAU","MANNWHITNEYPVALUE","PEARSONCOR","PEARSONPVALUE","PROJECTNAME","SHAPIROWILKPVALUE"
"squid.S1126","1.85851492902744e-12","0.137807450131086","2.11942299886272e-56","0.0659335181189003","0.000969341600206219","QC:compiere","5.64692284204896e-76"
"squid.S1132","1.00335275869214e-06","0.0931821676222441","0.621622839514199","0.102300332150709","2.94493449565082e-07","QC:compiere","7.45333741763942e-73"
"squid.S1133","0.000985102110199688","0.0645724104789003","8.06733320312441e-85","0.059634618347591","0.00284979785884566","QC:compiere","1.15411959458703e-77"
"squid.S1134","0.115210882386385","0.0308770009114564","1.98269462882678e-87","0.00204307053805256","0.918659057919989","QC:compiere","7.48807902738267e-78"
"squid.S1135","2.9531432591359e-06","0.0912896629649817","2.6292239244263e-43","0.102332169089541","2.91995783341816e-07","QC:compiere","6.57033528400017e-75"
"squid.S1141","0.000103368014853814","0.0759713018816078","8.48768400514497e-66","0.0553957426129399","0.00558700164475948","QC:compiere","3.53069140620365e-76"
"squid.S1145","4.16280663518648e-06","0.0902273737495673","1.75848608589273e-82","0.0549231514348534","0.0060068459641867","QC:compiere","3.38862460218589e-77"
"squid.S1147","2.80171461044779e-08","0.108804326248277","1.86457151684456e-80","0.0967438504255193","1.25270338824621e-06","QC:compiere","2.98220076576252e-77"
"squid.S1148","0.00422595167284762","0.055865662442589","6.71135165740403e-54","0.0455391443478899","0.0227590355476896","QC:compiere","1.86774369929985e-75"
"squid.S1149","2.58234294267069e-75","0.347082628195718","9.59831650111804e-16","0.215333483627364","1.26602051220047e-27","QC:compiere","6.19617807575623e-69"
"squid.S1151","0.647906315734572","0.00895061915555534","2.39242346160251e-87","0.0586225520640338","0.00335952159962773","QC:compiere","7.94381496511386e-78"
"squid.S1153","6.17544900401522e-06","0.0885815291130204","1.05237879488477e-84","0.113326151151459","1.32411830083995e-08","QC:compiere","1.88899782276781e-77"
"squid.S1155","3.75013279713254e-16","0.158970025842579","2.22017877485769e-48","0.150394192593963","4.01547665816676e-14","QC:compiere","3.8371148921837e-75"
"squid.S1157","0.964819406703143","0.000864571902553398","7.97981993230164e-87","-0.00644564931332119","0.747309429225593","QC:compiere","1.25533631430651e-77"
"squid.S1161","0.466133242259815","-0.0142860137671753","1.31756117919419e-88","-0.0109433204243032","0.584366207456003","QC:compiere","8.03260238080629e-78"
"squid.S1165","0.551889315657437","-0.0116637034267711","1.85117303620011e-89","-0.00911410126851217","0.648693611990858","QC:compiere","6.73962884793727e-78"
"squid.S1166","1.57467813143778e-81","0.360899450869014","7.43165080645277e-13","0.287883583884045","6.24005125264146e-49","QC:compiere","3.40475969197299e-69"
"squid.S1168","1.8714203196267e-06","0.0930998659054786","8.45538966766941e-55","0.0726303799084534","0.000277731567535178","QC:compiere","2.87603413599187e-76"
"squid.S1170","5.92978866988539e-06","0.0887714502102307","1.14678819589682e-88","0.0861685962487888","1.59483829836097e-05","QC:compiere","7.62895847908231e-78"
"squid.S1171","8.65342715531218e-05","-0.0769607542088061","6.62890947111693e-43","-0.0570908182650587","0.00428996297884239","QC:compiere","9.41384934615274e-74"
"squid.S1172","9.58026705669115e-05","0.0762069126666815","5.86015509605944e-41","0.0502072027560894","0.0120324680673733","QC:compiere","2.27299670394652e-74"
"squid.S1181","1.36281667292371e-10","0.125823573360516","1.2097844351135e-83","0.111206290230191","2.46184599268701e-08","QC:compiere","2.49172618090839e-77"
"squid.S1182","0.812616758466865","0.0046474257369964","1.60385073668151e-87","-0.00287924923220635","0.88556398500671","QC:compiere","1.12944581481883e-77"
"squid.S1185","1.53403210527707e-09","0.118303626403762","1.05968826036216e-68","0.0447299497708032","0.0252898660051527","QC:compiere","2.16670100298927e-76"
"squid.S1186","0.0631953087322061","0.0362413883566603","6.4000388705088e-36","0.0694120874589523","0.000513232729556039","QC:compiere","1.8680856959413e-74"
"squid.S1188","3.20846007458292e-14","0.148747852447199","2.9288416932369e-84","0.290539867593196","7.60975743017595e-50","QC:compiere","2.17458423224715e-77"
"squid.S1191","0.000185161589221609","0.0732926835506985","9.26101896609336e-84","0.056483747961956","0.00471927553196619","QC:compiere","2.71007734703453e-77"
"squid.S1192","0.00320968875019814","0.0548962273491603","4.13888674381737e-26","0.0527057860171389","0.00838079270563679","QC:compiere","3.69701909757668e-69"
"squid.S1193","0.00492728132456474","0.055115885914032","1.84045992772545e-87","0.0410558708398917","0.0400683849086441","QC:compiere","1.07409772445495e-77"
"squid.S1197","1.30412743530494e-06","0.0946584199977508","1.4176775724279e-67","0.12080653727292","1.35510992405264e-09","QC:compiere","1.80872358330717e-76"
"squid.S1199","0.0384257302732219","0.0405780369568387","5.23231736073531e-88","0.0170598655362561","0.393770553516192","QC:compiere","6.33971892056184e-78"
"squid.S1201","0.551889315657437","-0.0116637034267711","1.85117303620011e-89","-0.00911410126851217","0.648693611990858","QC:compiere","6.73962884793727e-78"
"squid.S1206","0.0309559230187567","0.042300774044523","2.23912841754651e-84","0.0285970247876121","0.152798943887066","QC:compiere","2.363869683127e-77"
"squid.S1210","0.512332641261485","0.0128454698669448","3.66061708458602e-88","0.0129047620553013","0.518880937924503","QC:compiere","9.59341846997023e-78"
"squid.S1213","2.47576097611612e-28","0.196787667144322","1.41911910144723e-136","0.161193375471647","5.04780523101996e-16","QC:compiere","3.45135331896408e-64"
"squid.S1214","0.182715133033325","-0.0261226802627507","2.23912841754651e-84","-0.0204124491688643","0.307528105225621","QC:compiere","2.363869683127e-77"
"squid.S1215","0.128020593543181","0.0298351138929179","2.12858476367789e-89","0.0374846601717697","0.0608850418323655","QC:compiere","6.54900725889371e-78"
"squid.S1217","0.006970144570968","0.0528998617812583","4.10093119098004e-90","0.0709078193909732","0.000386998680927661","QC:compiere","5.50048291355023e-78"
"squid.S1226","1.70209249509398e-19","0.175078974460792","1.15768522498281e-20","0.103431560339068","2.17252809740061e-07","QC:compiere","1.87001038441224e-74"
"squid.S1244","0.119077188611688","0.0305168924691293","2.92122063570011e-78","0.0217095958132048","0.277796773123343","QC:compiere","3.69903013820029e-77"
"squid.S1312","1.47098426889638e-07","0.103010787193709","8.59558678384007e-82","0.066219605343278","0.000920951865107357","QC:compiere","2.58170406638209e-77"
"squid.S1313","2.07284140320544e-08","0.109882443813969","4.33443640047446e-83","0.0650513183605255","0.00113377205106738","QC:compiere","2.96589976137928e-77"
"squid.S1314","0.551889348767494","-0.01166253676476","2.30449869938092e-89","-0.00711580628894775","0.722074182053464","QC:compiere","5.78462348204952e-78"
"squid.S1319","0.000500288102721218","0.0678189289172364","2.12413107908583e-37","0.0402137246362901","0.0443364066637857","QC:compiere","1.29951977908552e-75"
"squid.S134","7.66676459833536e-31","0.221156043498508","0.00134090418908993","0.19610124188658","4.23091054959323e-23","QC:compiere","1.59936722124585e-73"
"squid.S135","8.46969230201017e-09","0.112470081273726","6.52136124429734e-47","0.122219131856538","8.67134123881784e-10","QC:compiere","5.16649625937287e-75"
"squid.S1444","0.000932023713770284","0.0647847004267148","5.82300504402368e-71","0.0764934419514428","0.000128594118417153","QC:compiere","1.77688977500217e-76"
"squid.S1452","0.551889315657437","-0.0116637034267711","1.85117303620011e-89","-0.00911410126851217","0.648693611990858","QC:compiere","6.73962884793727e-78"
"squid.S1481","0.0356483421063827","0.0411887156185204","1.27236281280898e-85","0.0821657110486239","3.88843721817576e-05","QC:compiere","1.78126881471067e-77"
"squid.S1488","3.21228675544802e-07","0.0998790817883058","5.83104204935435e-45","0.0414259282586579","0.0383061030432512","QC:compiere","1.699910924982e-76"
"squid.S1598","0.674050191801282","-0.00824583412507861","4.10093119098004e-90","-0.00644335375390495","0.74739635502384","QC:compiere","5.50048291355023e-78"
"squid.S1700","0.674050191801282","-0.00824583412507861","4.10093119098004e-90","-0.00644335375390495","0.74739635502384","QC:compiere","5.50048291355023e-78"
"squid.S1764","0.674050191801282","-0.00824583412507861","4.10093119098004e-90","-0.00644335375390495","0.74739635502384","QC:compiere","5.50048291355023e-78"
"squid.S1860","0.006970144570968","0.0528998617812583","4.10093119098004e-90","0.0709078193909732","0.000386998680927661","QC:compiere","5.50048291355023e-78"
"squid.S1872","0.00565307013420658","0.0542523530927791","4.10093119098004e-90","0.148258992535851","9.19759504138758e-14","QC:compiere","5.50048291355023e-78"
"squid.S1905","0.0101282139175309","0.0504130229181393","5.09092017109941e-90","0.0451240950093472","0.0240282472895928","QC:compiere","5.50048291355023e-78"
"squid.S1948","0.0298220658922202","0.0424882606286555","2.05657229401341e-66","0.130517320320479","5.67899404851268e-11","QC:compiere","2.12072124851014e-76"
"squid.S2055","0.0269650857846663","0.0433669794726356","4.10093119098004e-90","0.0193403706277211","0.333634617264018","QC:compiere","5.50048291355023e-78"
"squid.S2065","0.466133242259815","-0.0142860137671753","9.50623138003262e-89","-0.0105254616917159","0.598798054673552","QC:compiere","7.75748562586652e-78"
"squid.S2068","0.0032093033946212","0.0577199799771033","2.18149092286853e-81","0.0360451882899042","0.0714975378833275","QC:compiere","2.83074529457887e-77"
"squid.S2077","0.0207601687243963","0.0453332769320135","8.27293759718085e-89","0.0186197137276471","0.351963733154942","QC:compiere","8.08380145678267e-78"
"squid.S2111","0.0137895903832473","0.0481470388310823","7.57259599793891e-63","0.00788775790989978","0.69337750313699","QC:compiere","1.29664503486376e-77"
"squid.S2116","0.674050191801282","-0.00824583412507861","4.71870899248209e-90","-0.00644335375390495","0.74739635502384","QC:compiere","5.50048291355023e-78"
"squid.S2118","0.0269650857846663","0.0433669794726356","4.10093119098004e-90","0.0193403706277211","0.333634617264018","QC:compiere","5.50048291355023e-78"
"squid.S2130","0.128415457475942","0.0298042606210534","2.63264644632407e-89","0.0107776510688571","0.590068673937489","QC:compiere","6.40628257819167e-78"
"squid.S2131","0.0509790098568841","0.0382214279619056","1.85330520629463e-78","-0.00197947537323015","0.921182598364652","QC:compiere","3.90597347158825e-77"
"squid.S2153","0.00875590156302597","0.0513868167163211","9.50623138003262e-89","0.0526525695666396","0.00844686684697965","QC:compiere","7.75748562586652e-78"
"squid.S2157","0.674050191801282","-0.00824583412507861","4.10093119098004e-90","-0.00644335375390495","0.74739635502384","QC:compiere","5.50048291355023e-78"
"squid.S2160","0.00601017832917584","0.0538596943249182","4.10093119098004e-90","0.0966915437725993","1.26942982154504e-06","QC:compiere","5.50048291355023e-78"
"squid.S2176","0.283445155154104","0.0210286934962564","8.27293759718085e-89","0.0335119120112561","0.0938237295805509","QC:compiere","8.08380145678267e-78"
"squid.S2178","0.00613592284354789","0.0537164049392892","2.81568420375095e-81","0.0670373345911689","0.000794697468809728","QC:compiere","4.39356583593369e-77"
"squid.S2184","0.0781728688682758","0.0345054326452598","8.28154294826674e-80","0.0259075984323788","0.195248261889071","QC:compiere","3.44912454273563e-77"
"squid.S2250","5.33830747713505e-09","0.11422841684841","3.14494714228213e-75","0.113741931066685","1.17090513422069e-08","QC:compiere","6.13287197225227e-77"
"squid.S2252","0.00544437419338609","0.0544923112286941","4.10093119098004e-90","0.251393890062356","2.36344283506204e-37","QC:compiere","5.50048291355023e-78"
"squid.S2276","0.674050191801282","-0.00824583412507861","4.10093119098004e-90","-0.00644335375390495","0.74739635502384","QC:compiere","5.50048291355023e-78"
"squid.S2386","0.0111277573913026","0.0497315734527839","8.97522195564608e-80","0.0951965637508664","1.84927481501127e-06","QC:compiere","2.83200976214646e-77"
"squid.S2388","0.00551944509318715","0.054405053724725","4.10093119098004e-90","0.199826441299104","6.10113847125989e-24","QC:compiere","5.50048291355023e-78"
"squid.S2447","0.427747751244407","0.0155447665048141","1.14678819589682e-88","0.0103438696814772","0.605119762362809","QC:compiere","7.62895847908231e-78"
"squid.SwitchLastCaseIsDefaultCheck","0.649338817755907","0.00891407499554142","1.60385073668151e-87","0.0202008864400632","0.312569886220396","QC:compiere","1.12944581481883e-77"
"squid.UnusedPrivateMethod","0.0732308945148623","0.0351151363399261","4.20348110873966e-88","0.00731763388898859","0.714531622472974","QC:compiere","9.14934554762617e-78"
"squid.UselessParenthesesCheck","0.006970144570968","0.0528998617812583","4.95669925803456e-90","0.0709078193909733","0.000386998680927659","QC:compiere","5.50048291355023e-78"
"code_smells.antisingleton","0.00111150785763639","0.0596262447587742","6.1160095329215e-62","0.0927593619831046","7.41918526372976e-07","QC:derby","3.85674570223147e-77"
"code_smells.baseclass_abstract","0.0675901631518726","0.0334228149333795","1.01108159708984e-104","0.0293366906612419","0.11817075071663","QC:derby","1.87592314390528e-80"
"code_smells.class_data_private","0.614193066944733","0.00921818467600274","2.16741928416696e-40","-0.00619996845143508","0.741288243953137","QC:derby","2.56359649241339e-75"
"code_smells.complex_class","1.75264886434431e-37","0.233972700728703","0.265293314225727","0.191375172596828","8.16416513124582e-25","QC:derby","7.38847099721962e-68"
"code_smells.lazy_class","7.49808569757799e-05","-0.0724128153596191","8.35409460709385e-42","-0.065077540025787","0.000522363686267961","QC:derby","1.89901450074418e-75"
"code_smells.long_method","2.8289766822243e-20","0.168697753485713","0.0026298757943775","0.154598561891401","1.21000716946333e-16","QC:derby","6.09726689861539e-67"
"code_smells.long_parameter_list","0.000594802207669809","0.062795432694051","4.89213648785142e-13","0.031509665469074","0.093290905853133","QC:derby","4.19301567005293e-72"
"code_smells.many_field_attributes_not_complex","0.280614288335018","-0.0197300676134892","8.01358826428102e-108","-0.0166718759457243","0.374632570332238","QC:derby","9.62936202747052e-81"
"code_smells.refused_parent_bequest","0.187393873277871","0.024107633737857","5.94733778363774e-106","0.0154397559971447","0.410959119485009","QC:derby","1.45105481775943e-80"
"code_smells.spaghetti_code","0.0760932810274715","0.0324369593282257","1.05745616962195e-101","0.0589199472392166","0.00168843587765475","QC:derby","3.42116049674862e-80"
"code_smells.speculative_generality","0.0521821874736769","0.035505617364792","8.01358826428102e-108","0.00967265853866631","0.606500302116478","QC:derby","9.62936202747052e-81"
"common.java.DuplicatedBlocks","9.91510043030724e-06","0.0808084448913234","0.0205918135779511","0.101122169329453","6.71857794286638e-08","QC:derby","2.83853880070668e-67"
"squid.AssignmentInSubExpressionCheck","0.00383065718226568","0.0527808319934658","1.28560277633081e-85","0.00553318405871601","0.76826809132155","QC:derby","6.86102092245963e-81"
"squid.ClassCyclomaticComplexity","1.94467594892892e-15","0.145283187462185","1.41021399057279e-74","0.151614216371614","4.64834902613782e-16","QC:derby","4.15073763293778e-78"
"squid.ClassVariableVisibilityCheck","0.519487808793532","0.0116285987863226","1.75508837758277e-32","0.00957426366990504","0.610166635568294","QC:derby","5.45949933925081e-78"
"squid.CommentedOutCodeLine","2.1172837947381e-22","0.171500374017869","1.92429229047652e-05","0.0968155318547513","2.37229449265694e-07","QC:derby","4.05502358950048e-76"
"squid.EmptyStatementUsageCheck","2.35061446841324e-08","0.101717520158277","4.24379661680683e-62","0.00367210463534211","0.844971731385308","QC:derby","6.40912342195603e-81"
"squid.ForLoopCounterChangedCheck","0.000101405591883992","0.0708939266810508","1.23979626750305e-84","0.0573126923402789","0.00225527759035609","QC:derby","9.34605155375418e-80"
"squid.HiddenFieldCheck","3.80036432366023e-12","0.126541949409942","1.4625989108804e-74","0.0597753405318851","0.00144329049574095","QC:derby","1.45021360615094e-79"
"squid.LabelsShouldNotBeUsedCheck","0.00150538120798235","0.057954889745344","4.59199641294763e-96","-0.0071449070631676","0.703598812746737","QC:derby","7.03159609649657e-81"
"squid.MethodCyclomaticComplexity","3.03054595852531e-27","0.19264213286244","0.289249295250996","0.084577761637941","6.42791721421787e-06","QC:derby","4.20206822556299e-78"
"squid.MissingDeprecatedCheck","0.143836789065043","-0.0266809915624526","4.96664739447844e-93","-0.0221909615278449","0.237284589988987","QC:derby","4.5416631572667e-80"
"squid.ModifiersOrderCheck","2.65564848681794e-16","0.147229250448317","1.46276624931582e-18","0.0168916849616006","0.368366967757527","QC:derby","1.13150819583857e-80"
"squid.ObjectFinalizeOverridenCheck","6.93299680122021e-08","0.0986173636213446","6.70022145257995e-103","0.0666090156505058","0.000384011377146605","QC:derby","2.70664562924606e-80"
"squid.RedundantThrowsDeclarationCheck","0.00887569368520605","0.0474055134776684","6.63777609259723e-40","0.00174164947262936","0.926108622260775","QC:derby","1.01051217949444e-80"
"squid.RightCurlyBraceStartLineCheck","3.33500881296626e-06","0.0849458956261508","1.18603931619981e-100","-0.0010713933970402","0.954504500272629","QC:derby","4.53022222011065e-81"
"squid.S00100","0.117072909711489","0.028368650252129","2.46115765002222e-41","-0.00667643471248932","0.722199918347199","QC:derby","7.37516562767627e-81"
"squid.S00101","0.00369454486397282","-0.0530330936116129","5.57905918419683e-21","-0.0594199640619153","0.00154085712425356","QC:derby","2.38252727040912e-73"
"squid.S00105","0.220665787201606","0.0223965943782741","2.815470059281e-250","-0.0127901303756439","0.495811508074419","QC:derby","4.23504559437576e-63"
"squid.S00107","0.317081519987157","0.0181487886280947","1.72779357906778e-17","0.0397436557516246","0.0342460319224517","QC:derby","8.3206155090185e-78"
"squid.S00108","1.42422368444338e-07","0.0955607869127544","3.95514157511407e-48","0.0750647944050753","6.25960479491634e-05","QC:derby","9.83237112790021e-79"
"squid.S00112","0.370583685289903","0.0160777336177987","3.21577771129643e-10","0.011300318402941","0.547337539690341","QC:derby","1.68196529888035e-80"
"squid.S00114","0.212656759673703","-0.0227903685633898","1.42610471237405e-106","-0.0192578254109173","0.305097611270456","QC:derby","1.27040690825767e-80"
"squid.S00115","3.7415994866582e-05","0.074823796879637","1.04092835139251e-50","0.0218298072617286","0.245006866165941","QC:derby","5.39004113505641e-80"
"squid.S00116","5.10582942268124e-09","0.104544329102722","2.81181109180309e-09","0.0784515646587369","2.86488057781984e-05","QC:derby","1.05749000185009e-76"
"squid.S00117","2.9617908012848e-06","0.0825342894911767","0.281122219601284","0.0321587358995525","0.0867352014231467","QC:derby","5.35725549937631e-78"
"squid.S00120","0.509692759700707","-0.0120565996081521","4.8116807525315e-35","0.0664447602537903","0.000397016447290492","QC:derby","4.85327859264908e-63"
"squid.S00122","3.7772015616305e-08","0.0974831410966971","0.713218215950176","8.59119368244713e-05","0.996349882149593","QC:derby","8.16949094647353e-81"
"squid.S106","0.251820670937213","0.0204764577045439","1.04925121957495e-07","-0.00109327689128506","0.953576280895162","QC:derby","4.61319884171992e-78"
"squid.S1065","0.485855399750056","0.0127396797433273","6.64553466563074e-107","-0.00721530183766156","0.700818662601565","QC:derby","4.60825143683838e-81"
"squid.S1066","2.42452868129647e-39","0.234896703745589","1.24874247225892e-05","0.117522516147048","3.39058878140418e-10","QC:derby","6.87671293255235e-77"
"squid.S1067","1.83698235869444e-13","0.134112128570975","6.37109424110862e-65","0.00363986670934382","0.846315722392561","QC:derby","8.39306485025381e-81"
"squid.S1068","2.61048384337495e-06","0.0855018627397981","7.24657120349402e-50","0.153213152049415","2.267660510408e-16","QC:derby","7.53490723553932e-78"
"squid.S1118","0.781388466537865","-0.0050738069555832","1.90107153621479e-48","-0.02119540631542","0.2589949765042","QC:derby","5.14050496356662e-76"
"squid.S1125","1.80995376993674e-09","0.109440535449111","6.60204828690402e-63","0.0618844817923445","0.000972118740187682","QC:derby","1.24584847000929e-79"
"squid.S1126","3.53167052127453e-09","0.107617268584743","6.75480046615177e-60","0.00139283616729239","0.940876910853248","QC:derby","5.68293052953177e-81"
"squid.S1132","2.40281504002427e-13","0.131786023217853","1.6170959273814e-20","0.146116910190369","5.17195734211988e-15","QC:derby","1.18622858757447e-78"
"squid.S1133","0.143788389550094","-0.0266830801744921","5.55070132294814e-93","-0.0224713289606966","0.231409395756062","QC:derby","4.71883455754697e-80"
"squid.S1134","0.96960730292617","-0.000695823061458147","7.09876167891615e-92","0.106501825135474","1.29032454440204e-08","QC:derby","1.79945519851413e-80"
"squid.S1135","1.54743525812485e-11","0.122724211930321","1.77768396450799e-60","0.0613614341494674","0.00107341432625331","QC:derby","8.19675739906624e-79"
"squid.S1141","1.73499000094754e-07","0.0951330569435688","1.11471003275808e-63","0.103603359966698","3.17125334874462e-08","QC:derby","1.54145139374832e-79"
"squid.S1143","0.000148709268275709","0.0693257810957046","1.83383209656682e-101","0.0763182181157001","4.70460836596791e-05","QC:derby","2.75816102589323e-80"
"squid.S1145","0.353756775465791","0.0169450973742114","4.53199767331405e-104","-0.0043292557289818","0.817678859856246","QC:derby","4.68805634278151e-81"
"squid.S1147","0.714124513954338","-0.00668840394437925","8.61221021164926e-94","-0.00283741182906035","0.879904073923792","QC:derby","3.02132415374148e-80"
"squid.S1148","0.0037482427172846","0.0526903327050949","2.2383654734209e-56","0.0540567638180793","0.00396922539455573","QC:derby","7.59022263917368e-79"
"squid.S1149","7.25692739765768e-12","0.121720414497217","0.137732570069469","0.0880754724932973","2.61308819693496e-06","QC:derby","7.54455466049653e-74"
"squid.S1150","0.000999045966527403","0.0601771995586684","3.39359357200737e-107","0.144619848224968","9.81332781084381e-15","QC:derby","1.10830081150933e-80"
"squid.S1151","1.75557425815025e-09","0.108967602135201","9.45022830926294e-43","0.0204547524287107","0.276013884838885","QC:derby","1.38160501094384e-80"
"squid.S1153","0.659873909917875","-0.00804766528257452","5.2336352388602e-111","-0.00680026444268566","0.717266632770871","QC:derby","4.28142869025465e-81"
"squid.S1155","3.89389099298125e-12","0.126647911530051","4.47919126333844e-88","0.111379664878475","2.69092894974133e-09","QC:derby","8.69843924091506e-80"
"squid.S1157","0.0681150357146863","0.0333297282395773","1.10893187663075e-97","0.00421081273699409","0.822582773966547","QC:derby","1.23277564478794e-80"
"squid.S1158","0.000409968830683728","0.0645789923030313","1.76533388986927e-105","0.140722658209158","5.03913308707768e-14","QC:derby","6.75494555751078e-81"
"squid.S1160","0.00929670161075075","0.0475056278498231","6.72312984731688e-91","0.0222892714943966","0.235212594486431","QC:derby","5.2033287285979e-80"
"squid.S1161","1.58984942377527e-12","0.128137403092097","1.15558209910061e-43","0.0987798659777562","1.34307018298394e-07","QC:derby","3.11299871487461e-77"
"squid.S1163","0.000284375082603221","0.0663283242556857","1.16695363241677e-102","0.0772977947364606","3.75221116123516e-05","QC:derby","2.21357454489262e-80"
"squid.S1165","0.983629546109467","0.000374792642752367","6.27957001455789e-99","0.0478397246638667","0.0108064311477862","QC:derby","1.02522550891474e-80"
"squid.S1166","2.6194764387947e-21","0.167281792878307","0.000626822818589695","0.135848012377626","3.6609212725487e-13","QC:derby","1.0402756661657e-77"
"squid.S1168","5.19804479017025e-06","0.0830517902053262","2.28948377953532e-69","0.0666769573632348","0.000378749274578481","QC:derby","1.03924078886394e-78"
"squid.S1170","0.22095121789071","0.0223720527020474","1.68460156501978e-98","0.0150975163439375","0.421408693343573","QC:derby","1.35983457337961e-80"
"squid.S1171","0.533621631592234","-0.0113831237551739","2.30494702713756e-110","-0.00961872157961273","0.608508851924238","QC:derby","5.16419140941877e-81"
"squid.S1172","3.17966091911632e-05","0.0755412593082521","5.99113404817044e-40","-0.00502880052408738","0.788866840573714","QC:derby","4.78044665731029e-81"
"squid.S1181","1.47943435828653e-08","0.102863441878319","8.34804297686221e-45","0.0830627380751214","9.39276577309645e-06","QC:derby","3.8446942904186e-78"
"squid.S1182","0.533621631592234","-0.0113831237551739","2.30494702713756e-110","-0.00961872157961273","0.608508851924238","QC:derby","5.16419140941877e-81"
"squid.S1185","0.862314248417166","-0.00316758980652072","5.22295436223905e-91","0.0188170059951071","0.31630338686288","QC:derby","1.70772499582437e-79"
"squid.S1186","0.305171120589984","0.018581951405596","8.25395371551051e-23","0.0338438801665122","0.0714379882027529","QC:derby","5.0118626151839e-78"
"squid.S1188","2.3551235326024e-27","0.198030053157839","1.38248187491075e-78","0.394360036032001","3.03858550933044e-106","QC:derby","5.7323626410244e-79"
"squid.S1190","0.541110890707442","0.0111755147660228","4.36569698799216e-109","0.0186462208361341","0.320716461997306","QC:derby","7.15817465677676e-81"
"squid.S1191","0.280614288335018","-0.0197300676134892","8.01358826428102e-108","-0.0166718759457243","0.374632570332238","QC:derby","9.62936202747052e-81"
"squid.S1192","6.04862351729496e-17","0.147239213847968","0.00793551264610452","0.0729430568947524","0.000100510287681655","QC:derby","1.45507394624268e-78"
"squid.S1193","0.000255571249749066","0.0668169382400824","8.29148523780711e-98","0.0223034201631334","0.234915451986735","QC:derby","1.11666360821582e-80"
"squid.S1194","0.906066585459597","0.00215783433293513","1.87772506917803e-108","-0.00559861864684639","0.76560738293145","QC:derby","8.32636128478076e-81"
"squid.S1197","3.76739707288432e-06","0.0836584453114052","2.88750107380941e-31","0.0423873289997351","0.0239384748622601","QC:derby","4.06016970417087e-78"
"squid.S1199","0.00254818515383115","0.0549540121107098","1.77221292819668e-74","0.000951558513352651","0.959588526869736","QC:derby","5.98408346929567e-81"
"squid.S1201","0.612664837503982","0.00925797690632475","4.36569698799216e-109","0.00789490536824533","0.67418915436085","QC:derby","7.15817465677676e-81"
"squid.S1206","0.000178861572768476","0.0685104725383776","5.7730909076197e-92","0.0296840305242278","0.113876759676332","QC:derby","2.00216957504967e-79"
"squid.S1210","0.000207878000408263","0.067829194370943","8.01358826428102e-108","0.0799247504970412","2.01911363135905e-05","QC:derby","9.62936202747052e-81"
"squid.S1213","1.40568675840693e-07","0.0936289350758707","0.0242138865422458","0.0457637256535012","0.0147618730096819","QC:derby","1.56311472451692e-77"
"squid.S1214","1.44916498554997e-07","-0.0961670634595631","1.76675788081672e-48","-0.0812610166103173","1.46244131388287e-05","QC:derby","4.87098980199843e-76"
"squid.S1215","0.0287031270466868","0.0399778486173472","1.3760852105927e-102","0.0516265211189705","0.005942879736064","QC:derby","1.9798356372629e-80"
"squid.S1217","0.508847342323554","0.0120806900280842","1.00709495050636e-109","0.000629802624151951","0.973246660744282","QC:derby","6.1094260824683e-81"
"squid.S1219","0.262910864643722","0.0204706454877936","2.99177933941325e-110","-0.0037873235832532","0.840171994155052","QC:derby","4.63974243460504e-81"
"squid.S1220","0.0543031452175663","-0.035190775330535","6.27870439262784e-100","-0.0297361495276081","0.113243169550879","QC:derby","4.80114530158612e-80"
"squid.S1223","0.659873909917875","-0.00804766528257452","5.2336352388602e-111","-0.00680026444268566","0.717266632770871","QC:derby","4.28142869025465e-81"
"squid.S1226","1.01504968994821e-20","0.167095330251365","4.30188433341594e-06","0.0389492513641915","0.038003956370849","QC:derby","2.41081979860753e-79"
"squid.S1244","0.139097243160281","0.0270162143516219","4.14386865218481e-100","0.0169960789685853","0.365414208800743","QC:derby","1.73934459104741e-80"
"squid.S128","0.000170152686936195","0.0686845994339871","3.14396564031625e-98","0.0269487667816713","0.151211120043022","QC:derby","1.66678067440904e-80"
"squid.S1301","0.013792996015371","0.0449203145566597","1.38130434539474e-78","-0.00302174587019874","0.872166993277253","QC:derby","6.64104179328977e-81"
"squid.S1312","0.0619272828031971","0.0341255479015388","5.76897957481627e-107","0.0303832223584808","0.105606069868641","QC:derby","9.35637087741591e-81"
"squid.S1313","0.776902594517239","-0.00517878914442316","1.45856544282641e-105","0.000965711403234764","0.958987997196928","QC:derby","1.17839877710041e-80"
"squid.S1314","0.842712026009817","0.00362702430569354","2.24951665352378e-107","0.00286460792406161","0.87876182885542","QC:derby","4.8437999050079e-81"
"squid.S1319","0.785545099013718","0.00496867799936225","6.67806381336931e-92","-0.00204108362495669","0.913451055270312","QC:derby","1.20712619983855e-79"
"squid.S134","1.71194256028873e-28","0.197211672629381","0.00289795549987682","0.0948784881606744","4.1130467593871e-07","QC:derby","1.03288798320062e-77"
"squid.S135","6.73540580719215e-19","0.161357487969214","2.09762552595784e-41","0.0838808432988725","7.65929119493165e-06","QC:derby","7.82531483049863e-78"
"squid.S1444","0.728846371849043","0.00632079731860669","1.22707807862355e-84","0.00874747803468583","0.64135366370221","QC:derby","2.7738451036677e-80"
